 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180629        0.236000E-04        0.340083E-03        0.666458E-04        0.212000E+00        0.106000E-02        0.108917E-02        0.360000E-04        0.358250E-12        0.838708E-03        0.851542E-03        0.321000E-02        0.790000E+00        0.151667E-01       -0.817042E-16        0.619000E+01        0.619000E+01        0.000000E+00        0.324000E-03
  20180630        0.236250E-04        0.337750E-03        0.667000E-04        0.212958E+00        0.106000E-02        0.108000E-02        0.359000E-04        0.359000E-12        0.838000E-03        0.850750E-03        0.320583E-02        0.790000E+00        0.148917E-01        0.153333E-16        0.618042E+01        0.618000E+01        0.000000E+00        0.323292E-03
  20180701        0.237000E-04        0.335333E-03        0.667167E-04        0.213000E+00        0.106000E-02        0.108000E-02        0.359000E-04        0.359375E-12        0.837417E-03        0.849958E-03        0.320000E-02        0.790000E+00        0.146083E-01       -0.169213E-15        0.617333E+01        0.617292E+01        0.000000E+00        0.323000E-03
  20180702        0.237000E-04        0.333083E-03        0.668000E-04        0.213000E+00        0.106000E-02        0.108000E-02        0.358750E-04        0.360000E-12        0.837000E-03        0.849000E-03        0.320000E-02        0.790917E+00        0.143333E-01        0.198492E-15        0.616625E+01        0.616583E+01        0.000000E+00        0.323000E-03
  20180703        0.237000E-04        0.330833E-03        0.668000E-04        0.213000E+00        0.105917E-02        0.108000E-02        0.358000E-04        0.360500E-12        0.836125E-03        0.848167E-03        0.319000E-02        0.791000E+00        0.140583E-01       -0.820833E-16        0.615917E+01        0.615875E+01        0.000000E+00        0.323000E-03
  20180704        0.237000E-04        0.328625E-03        0.668833E-04        0.213000E+00        0.105000E-02        0.108000E-02        0.358000E-04        0.361000E-12        0.835875E-03        0.847375E-03        0.319000E-02        0.791000E+00        0.137875E-01        0.783000E-16        0.615000E+01        0.615000E+01        0.000000E+00        0.322792E-03
  20180705        0.237000E-04        0.326375E-03        0.669000E-04        0.213000E+00        0.105000E-02        0.108000E-02        0.357542E-04        0.361583E-12        0.835000E-03        0.846583E-03        0.318458E-02        0.791000E+00        0.135042E-01        0.157917E-16        0.614208E+01        0.614167E+01        0.000000E+00        0.322000E-03
  20180706        0.237958E-04        0.324208E-03        0.669417E-04        0.213000E+00        0.105000E-02        0.108000E-02        0.357000E-04        0.362000E-12        0.834583E-03        0.845792E-03        0.318000E-02        0.791708E+00        0.132292E-01        0.644167E-16        0.613500E+01        0.613458E+01        0.000000E+00        0.322000E-03
  20180707        0.238000E-04        0.322042E-03        0.670000E-04        0.213000E+00        0.105000E-02        0.107125E-02        0.357000E-04        0.362625E-12        0.834000E-03        0.845000E-03        0.317958E-02        0.792000E+00        0.129583E-01        0.212083E-16        0.612792E+01        0.612750E+01        0.000000E+00        0.322000E-03
  20180708        0.238000E-04        0.319958E-03        0.670000E-04        0.214000E+00        0.105000E-02        0.107000E-02        0.356375E-04        0.363000E-12        0.833292E-03        0.844000E-03        0.317000E-02        0.792000E+00        0.126875E-01        0.323750E-16        0.612000E+01        0.612000E+01        0.000000E+00        0.322000E-03
  20180709        0.238000E-04        0.317833E-03        0.670958E-04        0.214000E+00        0.105000E-02        0.107000E-02        0.356000E-04        0.363667E-12        0.833000E-03        0.843208E-03        0.317000E-02        0.792000E+00        0.124042E-01        0.252208E-16        0.611083E+01        0.611042E+01        0.000000E+00        0.321208E-03
  20180710        0.238000E-04        0.315792E-03        0.671000E-04        0.214000E+00        0.105000E-02        0.107000E-02        0.356000E-04        0.364000E-12        0.832042E-03        0.842458E-03        0.316458E-02        0.792417E+00        0.121333E-01       -0.124583E-16        0.610375E+01        0.610333E+01        0.000000E+00        0.321000E-03
  20180711        0.238333E-04        0.313750E-03        0.671375E-04        0.214000E+00        0.105000E-02        0.107000E-02        0.355208E-04        0.364708E-12        0.831792E-03        0.841667E-03        0.316000E-02        0.793000E+00        0.118625E-01        0.433042E-17        0.609708E+01        0.609667E+01        0.000000E+00        0.321000E-03
  20180712        0.239000E-04        0.311750E-03        0.672000E-04        0.214000E+00        0.105000E-02        0.107000E-02        0.355000E-04        0.365000E-12        0.831000E-03        0.840917E-03        0.315958E-02        0.793000E+00        0.115917E-01       -0.597917E-16        0.609000E+01        0.608958E+01        0.000000E+00        0.321000E-03
  20180713        0.239000E-04        0.309750E-03        0.672000E-04        0.214000E+00        0.104583E-02        0.107000E-02        0.355000E-04        0.365708E-12        0.830500E-03        0.840000E-03        0.315000E-02        0.793000E+00        0.113125E-01       -0.898333E-16        0.608000E+01        0.608000E+01        0.000000E+00        0.320458E-03
  20180714        0.239000E-04        0.307792E-03        0.672708E-04        0.214000E+00        0.104000E-02        0.106500E-02        0.354083E-04        0.366000E-12        0.830000E-03        0.839125E-03        0.315000E-02        0.793000E+00        0.110375E-01        0.948750E-16        0.607292E+01        0.607250E+01        0.000000E+00        0.320000E-03
  20180715        0.239000E-04        0.305833E-03        0.673000E-04        0.214000E+00        0.104000E-02        0.106000E-02        0.354000E-04        0.366708E-12        0.829250E-03        0.838375E-03        0.314500E-02        0.793958E+00        0.107708E-01       -0.957583E-16        0.606583E+01        0.606542E+01        0.000000E+00        0.320000E-03
  20180716        0.239000E-04        0.303958E-03        0.673000E-04        0.214042E+00        0.104000E-02        0.106000E-02        0.353958E-04        0.367000E-12        0.829000E-03        0.837583E-03        0.314000E-02        0.794000E+00        0.104958E-01       -0.656167E-16        0.605917E+01        0.605875E+01        0.000000E+00        0.320000E-03
  20180717        0.239208E-04        0.302042E-03        0.673917E-04        0.215000E+00        0.104000E-02        0.106000E-02        0.353000E-04        0.367667E-12        0.828000E-03        0.836833E-03        0.314000E-02        0.794000E+00        0.102208E-01        0.250958E-16        0.605000E+01        0.605000E+01        0.000000E+00        0.319625E-03
  20180718        0.240000E-04        0.300208E-03        0.674000E-04        0.215000E+00        0.104000E-02        0.106000E-02        0.353000E-04        0.368000E-12        0.827750E-03        0.836000E-03        0.313083E-02        0.794000E+00        0.994958E-02        0.376083E-16        0.604208E+01        0.604167E+01        0.000000E+00        0.319000E-03
  20180719        0.240000E-04        0.298375E-03        0.674042E-04        0.215000E+00        0.104000E-02        0.106000E-02        0.352875E-04        0.368625E-12        0.827000E-03        0.835083E-03        0.313000E-02        0.794333E+00        0.967833E-02       -0.252375E-16        0.603500E+01        0.603458E+01        0.000000E+00        0.319000E-03
  20180720        0.240000E-04        0.296500E-03        0.675000E-04        0.215000E+00        0.104000E-02        0.106000E-02        0.352000E-04        0.369000E-12        0.826500E-03        0.834292E-03        0.312667E-02        0.795000E+00        0.940625E-02       -0.155112E-15        0.602792E+01        0.602750E+01        0.000000E+00        0.319000E-03
  20180721        0.240000E-04        0.294708E-03        0.675000E-04        0.215000E+00        0.104000E-02        0.106000E-02        0.352000E-04        0.369542E-12        0.826000E-03        0.833542E-03        0.312000E-02        0.795000E+00        0.913333E-02       -0.357458E-16        0.602000E+01        0.602000E+01        0.000000E+00        0.318667E-03
  20180722        0.240000E-04        0.292958E-03        0.675042E-04        0.215000E+00        0.104000E-02        0.105042E-02        0.351833E-04        0.370000E-12        0.825250E-03        0.832792E-03        0.312000E-02        0.795000E+00        0.886167E-02       -0.726792E-16        0.601125E+01        0.601083E+01        0.000000E+00        0.318000E-03
  20180723        0.240000E-04        0.291250E-03        0.676000E-04        0.215000E+00        0.103583E-02        0.105000E-02        0.351000E-04        0.370458E-12        0.825000E-03        0.832000E-03        0.311250E-02        0.795000E+00        0.858917E-02       -0.103246E-15        0.600417E+01        0.600375E+01        0.000000E+00        0.318000E-03
  20180724        0.240458E-04        0.289458E-03        0.676000E-04        0.215000E+00        0.103000E-02        0.105000E-02        0.351000E-04        0.371000E-12        0.824000E-03        0.831042E-03        0.311000E-02        0.795583E+00        0.831708E-02       -0.130333E-16        0.599750E+01        0.599708E+01        0.000000E+00        0.318000E-03
  20180725        0.241000E-04        0.287667E-03        0.676000E-04        0.215000E+00        0.103000E-02        0.105000E-02        0.350792E-04        0.371333E-12        0.823750E-03        0.830250E-03        0.310875E-02        0.796000E+00        0.804500E-02       -0.589167E-16        0.599000E+01        0.599000E+01        0.000000E+00        0.317625E-03
  20180726        0.241000E-04        0.286083E-03        0.676875E-04        0.215000E+00        0.103000E-02        0.105000E-02        0.350000E-04        0.372000E-12        0.823000E-03        0.829500E-03        0.310000E-02        0.796000E+00        0.777292E-02        0.109446E-16        0.598042E+01        0.598000E+01        0.000000E+00        0.317000E-03
  20180727        0.241000E-04        0.284417E-03        0.677000E-04        0.215667E+00        0.103000E-02        0.105000E-02        0.350000E-04        0.372167E-12        0.822458E-03        0.828750E-03        0.310000E-02        0.796000E+00        0.750083E-02       -0.113542E-15        0.597375E+01        0.597333E+01        0.000000E+00        0.317000E-03
  20180728        0.241000E-04        0.282667E-03        0.677000E-04        0.216000E+00        0.103000E-02        0.105000E-02        0.349792E-04        0.373000E-12        0.822000E-03        0.828000E-03        0.309500E-02        0.796000E+00        0.722917E-02        0.522208E-16        0.596667E+01        0.596625E+01        0.000000E+00        0.317000E-03
  20180729        0.241000E-04        0.281125E-03        0.677542E-04        0.216000E+00        0.103000E-02        0.104750E-02        0.349000E-04        0.373000E-12        0.821208E-03        0.827000E-03        0.309000E-02        0.796625E+00        0.695708E-02        0.795000E-16        0.596000E+01        0.595958E+01        0.000000E+00        0.316458E-03
  20180730        0.241000E-04        0.279458E-03        0.678000E-04        0.216000E+00        0.103000E-02        0.104000E-02        0.349000E-04        0.374000E-12        0.820958E-03        0.826250E-03        0.309000E-02        0.797000E+00        0.668458E-02        0.281667E-16        0.595000E+01        0.595000E+01        0.000000E+00        0.316000E-03
  20180731        0.241000E-04        0.277792E-03        0.678000E-04        0.216000E+00        0.103000E-02        0.104000E-02        0.348833E-04        0.374000E-12        0.820000E-03        0.825500E-03        0.308167E-02        0.797000E+00        0.641208E-02       -0.100375E-16        0.594333E+01        0.594292E+01        0.000000E+00        0.316000E-03
  20180801        0.242000E-04        0.276375E-03        0.678042E-04        0.216000E+00        0.103000E-02        0.104000E-02        0.348000E-04        0.374792E-12        0.819708E-03        0.824750E-03        0.308000E-02        0.797000E+00        0.614042E-02        0.303333E-16        0.593625E+01        0.593583E+01        0.000000E+00        0.316000E-03
  20180802        0.242000E-04        0.274625E-03        0.679000E-04        0.216000E+00        0.102833E-02        0.104000E-02        0.348000E-04        0.375000E-12        0.819000E-03        0.824000E-03        0.307833E-02        0.797000E+00        0.586833E-02        0.603250E-16        0.592958E+01        0.592917E+01        0.000000E+00        0.315208E-03
  20180803        0.242000E-04        0.273208E-03        0.679000E-04        0.216000E+00        0.102000E-02        0.104000E-02        0.347875E-04        0.375583E-12        0.818458E-03        0.823000E-03        0.307000E-02        0.797500E+00        0.559583E-02        0.336250E-16        0.592000E+01        0.592000E+01        0.000000E+00        0.315000E-03
  20180804        0.242000E-04        0.271583E-03        0.679000E-04        0.216000E+00        0.102000E-02        0.104000E-02        0.347000E-04        0.376000E-12        0.818000E-03        0.822250E-03        0.307000E-02        0.798000E+00        0.532333E-02        0.165875E-15        0.591292E+01        0.591250E+01        0.000000E+00        0.315000E-03
  20180805        0.242000E-04        0.270167E-03        0.679250E-04        0.216000E+00        0.102000E-02        0.104000E-02        0.347000E-04        0.376333E-12        0.817208E-03        0.821500E-03        0.306542E-02        0.798000E+00        0.505083E-02        0.654167E-16        0.590583E+01        0.590542E+01        0.000000E+00        0.314875E-03
  20180806        0.242000E-04        0.268583E-03        0.680000E-04        0.216000E+00        0.102000E-02        0.103625E-02        0.346917E-04        0.377000E-12        0.816958E-03        0.820750E-03        0.306000E-02        0.798000E+00        0.477875E-02       -0.878292E-16        0.589917E+01        0.589875E+01        0.000000E+00        0.314000E-03
  20180807        0.242000E-04        0.267167E-03        0.680000E-04        0.216000E+00        0.102000E-02        0.103000E-02        0.346000E-04        0.377042E-12        0.816000E-03        0.820000E-03        0.306000E-02        0.798000E+00        0.450667E-02        0.665167E-16        0.589000E+01        0.589000E+01        0.000000E+00        0.314000E-03
  20180808        0.242000E-04        0.265625E-03        0.680000E-04        0.216000E+00        0.102000E-02        0.103000E-02        0.346000E-04        0.378000E-12        0.815708E-03        0.819000E-03        0.305208E-02        0.798167E+00        0.423333E-02       -0.410833E-16        0.588250E+01        0.588208E+01        0.000000E+00        0.314000E-03
  20180809        0.242417E-04        0.264292E-03        0.680167E-04        0.216792E+00        0.102000E-02        0.103000E-02        0.346000E-04        0.378000E-12        0.815000E-03        0.818250E-03        0.305000E-02        0.799000E+00        0.396083E-02       -0.250167E-16        0.587583E+01        0.587542E+01        0.000000E+00        0.313458E-03
  20180810        0.243000E-04        0.262708E-03        0.681000E-04        0.217000E+00        0.102000E-02        0.103000E-02        0.345000E-04        0.378708E-12        0.814458E-03        0.817500E-03        0.304958E-02        0.799000E+00        0.368833E-02        0.763854E-16        0.586917E+01        0.586875E+01        0.000000E+00        0.313000E-03
  20180811        0.243000E-04        0.261417E-03        0.681000E-04        0.217000E+00        0.102000E-02        0.103000E-02        0.345000E-04        0.379000E-12        0.814000E-03        0.816750E-03        0.304000E-02        0.799000E+00        0.341500E-02        0.466208E-16        0.586000E+01        0.586000E+01        0.000000E+00        0.313000E-03
  20180812        0.243000E-04        0.259958E-03        0.681000E-04        0.217000E+00        0.102000E-02        0.103000E-02        0.345000E-04        0.379375E-12        0.813208E-03        0.816000E-03        0.304000E-02        0.799000E+00        0.314208E-02       -0.187792E-15        0.585250E+01        0.585208E+01        0.000000E+00        0.312958E-03
  20180813        0.243000E-04        0.258542E-03        0.681000E-04        0.217000E+00        0.101333E-02        0.103000E-02        0.344083E-04        0.380000E-12        0.812958E-03        0.815000E-03        0.303667E-02        0.799000E+00        0.286917E-02       -0.943792E-17        0.584583E+01        0.584542E+01        0.000000E+00        0.312000E-03
  20180814        0.243000E-04        0.257292E-03        0.681750E-04        0.217000E+00        0.101000E-02        0.102625E-02        0.344000E-04        0.380000E-12        0.812000E-03        0.814250E-03        0.303000E-02        0.799625E+00        0.259625E-02       -0.111204E-15        0.583917E+01        0.583875E+01        0.000000E+00        0.312000E-03
  20180815        0.243000E-04        0.255750E-03        0.682000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.344000E-04        0.381000E-12        0.811667E-03        0.813500E-03        0.303000E-02        0.800000E+00        0.232250E-02       -0.736617E-16        0.583000E+01        0.583000E+01        0.000000E+00        0.312000E-03
  20180816        0.243000E-04        0.254500E-03        0.682000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.343208E-04        0.381000E-12        0.811000E-03        0.812750E-03        0.302417E-02        0.800000E+00        0.204917E-02       -0.127704E-15        0.582250E+01        0.582208E+01        0.000000E+00        0.311417E-03
  20180817        0.243000E-04        0.253250E-03        0.682000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.343000E-04        0.381583E-12        0.810417E-03        0.812000E-03        0.302000E-02        0.800000E+00        0.177583E-02       -0.416250E-16        0.581583E+01        0.581542E+01        0.000000E+00        0.311000E-03
  20180818        0.243000E-04        0.251750E-03        0.682000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.343000E-04        0.382000E-12        0.810000E-03        0.811000E-03        0.302000E-02        0.800000E+00        0.150167E-02        0.280833E-16        0.580917E+01        0.580875E+01        0.000000E+00        0.311000E-03
  20180819        0.243167E-04        0.250500E-03        0.682792E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.342333E-04        0.382125E-12        0.809167E-03        0.810250E-03        0.301208E-02        0.800000E+00        0.122875E-02        0.144029E-15        0.580000E+01        0.580000E+01        0.000000E+00        0.310792E-03
  20180820        0.244000E-04        0.249292E-03        0.683000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.342000E-04        0.383000E-12        0.808917E-03        0.809500E-03        0.301000E-02        0.800792E+00        0.954583E-03        0.105125E-15        0.579250E+01        0.579208E+01        0.000000E+00        0.310000E-03
  20180821        0.244000E-04        0.247875E-03        0.683000E-04        0.217000E+00        0.101000E-02        0.102000E-02        0.342000E-04        0.383000E-12        0.808000E-03        0.808750E-03        0.300958E-02        0.801000E+00        0.680375E-03        0.661408E-16        0.578625E+01        0.578583E+01        0.000000E+00        0.310000E-03
  20180822        0.244000E-04        0.246625E-03        0.683000E-04        0.217000E+00        0.101000E-02        0.101792E-02        0.341500E-04        0.383625E-12        0.807625E-03        0.808000E-03        0.300000E-02        0.801000E+00        0.406292E-03       -0.142625E-16        0.577958E+01        0.577917E+01        0.000000E+00        0.310000E-03
  20180823        0.244000E-04        0.245417E-03        0.683000E-04        0.217000E+00        0.101000E-02        0.101000E-02        0.341000E-04        0.384000E-12        0.807000E-03        0.807000E-03        0.300000E-02        0.801000E+00        0.131958E-03        0.508167E-16        0.577000E+01        0.577000E+01        0.000000E+00        0.309125E-03
  20180824        0.244000E-04        0.244208E-03        0.683083E-04        0.217000E+00        0.100083E-02        0.101000E-02        0.341000E-04        0.384083E-12        0.806375E-03        0.806250E-03        0.299792E-02        0.801000E+00       -0.142450E-03        0.790125E-16        0.576292E+01        0.576250E+01        0.000000E+00        0.309000E-03
  20180825        0.244000E-04        0.242875E-03        0.684000E-04        0.217000E+00        0.100000E-02        0.101000E-02        0.340667E-04        0.385000E-12        0.806000E-03        0.805500E-03        0.299000E-02        0.801000E+00       -0.417042E-03        0.221742E-15        0.575667E+01        0.575625E+01        0.000000E+00        0.309000E-03
  20180826        0.244000E-04        0.241667E-03        0.684000E-04        0.217000E+00        0.100000E-02        0.101000E-02        0.340000E-04        0.385000E-12        0.805125E-03        0.804792E-03        0.299000E-02        0.801708E+00       -0.691708E-03        0.118863E-15        0.575000E+01        0.574958E+01        0.000000E+00        0.308375E-03
  20180827        0.244000E-04        0.240500E-03        0.684000E-04        0.217000E+00        0.100000E-02        0.101000E-02        0.340000E-04        0.385542E-12        0.804833E-03        0.804000E-03        0.298583E-02        0.802000E+00       -0.966875E-03       -0.154996E-15        0.574000E+01        0.574000E+01        0.000000E+00        0.308000E-03
  20180828        0.244000E-04        0.239333E-03        0.684000E-04        0.217958E+00        0.100000E-02        0.101000E-02        0.339875E-04        0.386000E-12        0.804000E-03        0.803042E-03        0.298000E-02        0.802000E+00       -0.124125E-02        0.154537E-15        0.573333E+01        0.573292E+01        0.000000E+00        0.308000E-03
  20180829        0.244000E-04        0.238167E-03        0.684000E-04        0.218000E+00        0.100000E-02        0.101000E-02        0.339000E-04        0.386000E-12        0.803583E-03        0.802292E-03        0.298000E-02        0.802000E+00       -0.151708E-02       -0.702167E-16        0.572708E+01        0.572667E+01        0.000000E+00        0.307583E-03
  20180830        0.244000E-04        0.236875E-03        0.684000E-04        0.218000E+00        0.999083E-03        0.101000E-02        0.339000E-04        0.386917E-12        0.803000E-03        0.801542E-03        0.297417E-02        0.802000E+00       -0.179167E-02       -0.676133E-16        0.572000E+01        0.572000E+01        0.000000E+00        0.307000E-03
  20180831        0.244000E-04        0.235708E-03        0.684250E-04        0.218000E+00        0.998167E-03        0.100083E-02        0.339000E-04        0.387000E-12        0.802292E-03        0.800792E-03        0.297000E-02        0.802000E+00       -0.206750E-02        0.265833E-16        0.571083E+01        0.571042E+01        0.000000E+00        0.307000E-03
  20180901        0.244000E-04        0.234583E-03        0.685000E-04        0.218000E+00        0.997292E-03        0.100000E-02        0.338083E-04        0.387250E-12        0.802000E-03        0.800000E-03        0.297000E-02        0.802250E+00       -0.234250E-02        0.119567E-15        0.570417E+01        0.570375E+01        0.000000E+00        0.306750E-03
  20180902        0.244708E-04        0.233458E-03        0.685000E-04        0.218000E+00        0.996375E-03        0.100000E-02        0.338000E-04        0.388000E-12        0.801042E-03        0.799042E-03        0.296250E-02        0.803000E+00       -0.261875E-02        0.137279E-15        0.569792E+01        0.569750E+01        0.000000E+00        0.306000E-03
  20180903        0.245000E-04        0.232333E-03        0.685000E-04        0.218000E+00        0.995500E-03        0.100000E-02        0.338000E-04        0.388000E-12        0.800792E-03        0.798292E-03        0.296000E-02        0.803000E+00       -0.289458E-02       -0.428013E-16        0.569000E+01        0.569000E+01        0.000000E+00        0.306000E-03
  20180904        0.245000E-04        0.231250E-03        0.685000E-04        0.218000E+00        0.994583E-03        0.999667E-03        0.337333E-04        0.388500E-12        0.800000E-03        0.797583E-03        0.296000E-02        0.803000E+00       -0.317042E-02       -0.673583E-16        0.568125E+01        0.568083E+01        0.000000E+00        0.305833E-03
  20180905        0.245000E-04        0.230125E-03        0.685000E-04        0.218000E+00        0.993708E-03        0.998542E-03        0.337000E-04        0.389000E-12        0.799500E-03        0.796833E-03        0.295125E-02        0.803000E+00       -0.344667E-02        0.300000E-16        0.567500E+01        0.567458E+01        0.000000E+00        0.305000E-03
  20180906        0.245000E-04        0.229000E-03        0.685000E-04        0.218000E+00        0.992833E-03        0.997375E-03        0.337000E-04        0.389000E-12        0.799000E-03        0.796000E-03        0.295000E-02        0.803000E+00       -0.372292E-02       -0.606833E-16        0.566875E+01        0.566833E+01        0.000000E+00        0.305000E-03
  20180907        0.245000E-04        0.227875E-03        0.685000E-04        0.218000E+00        0.991917E-03        0.996208E-03        0.336583E-04        0.389750E-12        0.798250E-03        0.795083E-03        0.295000E-02        0.803000E+00       -0.399958E-02       -0.812083E-17        0.566000E+01        0.566000E+01        0.000000E+00        0.304917E-03
  20180908        0.245000E-04        0.226792E-03        0.685000E-04        0.218000E+00        0.991000E-03        0.995000E-03        0.336000E-04        0.390000E-12        0.797958E-03        0.794333E-03        0.294000E-02        0.803458E+00       -0.427583E-02       -0.315792E-16        0.565250E+01        0.565208E+01        0.000000E+00        0.304000E-03
  20180909        0.245000E-04        0.225708E-03        0.685000E-04        0.218000E+00        0.990042E-03        0.993750E-03        0.336000E-04        0.390000E-12        0.797000E-03        0.793583E-03        0.294000E-02        0.804000E+00       -0.455250E-02        0.194292E-16        0.564625E+01        0.564583E+01        0.000000E+00        0.304000E-03
  20180910        0.245000E-04        0.224667E-03        0.685917E-04        0.218000E+00        0.989167E-03        0.992625E-03        0.335833E-04        0.390917E-12        0.796667E-03        0.792833E-03        0.293875E-02        0.804000E+00       -0.482958E-02        0.186679E-16        0.564000E+01        0.563958E+01        0.000000E+00        0.303958E-03
  20180911        0.245000E-04        0.223583E-03        0.686000E-04        0.218000E+00        0.988292E-03        0.991458E-03        0.335000E-04        0.391000E-12        0.796000E-03        0.792000E-03        0.293000E-02        0.804000E+00       -0.510667E-02        0.122300E-15        0.563000E+01        0.563000E+01        0.000000E+00        0.303000E-03
  20180912        0.245000E-04        0.222542E-03        0.686000E-04        0.218000E+00        0.987417E-03        0.990333E-03        0.335000E-04        0.391000E-12        0.795417E-03        0.791125E-03        0.293000E-02        0.804000E+00       -0.538417E-02       -0.141775E-15        0.562375E+01        0.562333E+01        0.000000E+00        0.303000E-03
  20180913        0.245000E-04        0.221500E-03        0.686000E-04        0.218000E+00        0.986542E-03        0.989167E-03        0.335000E-04        0.392000E-12        0.795000E-03        0.790375E-03        0.292792E-02        0.804000E+00       -0.566083E-02        0.985083E-16        0.561750E+01        0.561708E+01        0.000000E+00        0.302917E-03
  20180914        0.245000E-04        0.220500E-03        0.686000E-04        0.218000E+00        0.985667E-03        0.987917E-03        0.334167E-04        0.392000E-12        0.794125E-03        0.789625E-03        0.292000E-02        0.804000E+00       -0.593917E-02       -0.622750E-16        0.561000E+01        0.561000E+01        0.000000E+00        0.302000E-03
  20180915        0.245000E-04        0.219458E-03        0.686000E-04        0.218000E+00        0.984792E-03        0.986750E-03        0.334000E-04        0.392042E-12        0.793875E-03        0.788875E-03        0.292000E-02        0.804208E+00       -0.621708E-02       -0.175750E-16        0.560125E+01        0.560083E+01        0.000000E+00        0.302000E-03
  20180916        0.245000E-04        0.218458E-03        0.686000E-04        0.218000E+00        0.983917E-03        0.985625E-03        0.334000E-04        0.393000E-12        0.793000E-03        0.788000E-03        0.291708E-02        0.805000E+00       -0.649458E-02        0.818804E-16        0.559500E+01        0.559458E+01        0.000000E+00        0.301875E-03
  20180917        0.245000E-04        0.217458E-03        0.686000E-04        0.218000E+00        0.983000E-03        0.984458E-03        0.333458E-04        0.393000E-12        0.792583E-03        0.787125E-03        0.291000E-02        0.805000E+00       -0.677250E-02        0.107908E-15        0.558875E+01        0.558833E+01        0.000000E+00        0.301000E-03
  20180918        0.245000E-04        0.216458E-03        0.686000E-04        0.218000E+00        0.982083E-03        0.983333E-03        0.333000E-04        0.393000E-12        0.792000E-03        0.786417E-03        0.291000E-02        0.805000E+00       -0.705042E-02        0.372583E-16        0.558000E+01        0.558000E+01        0.000000E+00        0.301000E-03
  20180919        0.245000E-04        0.215458E-03        0.686000E-04        0.218000E+00        0.981208E-03        0.982208E-03        0.333000E-04        0.394000E-12        0.791292E-03        0.785667E-03        0.290625E-02        0.805000E+00       -0.732917E-02        0.115042E-15        0.557250E+01        0.557208E+01        0.000000E+00        0.300792E-03
  20180920        0.245000E-04        0.214500E-03        0.686000E-04        0.218000E+00        0.980333E-03        0.981000E-03        0.332792E-04        0.394000E-12        0.791000E-03        0.784917E-03        0.290000E-02        0.805000E+00       -0.760750E-02       -0.608000E-16        0.556625E+01        0.556583E+01        0.000000E+00        0.300000E-03
  20180921        0.245000E-04        0.213542E-03        0.686000E-04        0.218000E+00        0.979500E-03        0.979792E-03        0.332000E-04        0.394000E-12        0.790042E-03        0.784000E-03        0.290000E-02        0.805000E+00       -0.788625E-02       -0.183208E-16        0.556000E+01        0.556000E+01        0.000000E+00        0.300000E-03
  20180922        0.245000E-04        0.212542E-03        0.686000E-04        0.218000E+00        0.978625E-03        0.978667E-03        0.332000E-04        0.394917E-12        0.789750E-03        0.783167E-03        0.289583E-02        0.805000E+00       -0.816500E-02       -0.735000E-17        0.555042E+01        0.555000E+01        0.000000E+00        0.299667E-03
  20180923        0.245000E-04        0.211625E-03        0.686000E-04        0.218000E+00        0.977792E-03        0.977542E-03        0.332000E-04        0.395000E-12        0.789000E-03        0.782458E-03        0.289000E-02        0.805417E+00       -0.844375E-02       -0.622500E-16        0.554417E+01        0.554375E+01        0.000000E+00        0.299000E-03
  20180924        0.245000E-04        0.210667E-03        0.686000E-04        0.218000E+00        0.976917E-03        0.976417E-03        0.331167E-04        0.395000E-12        0.788458E-03        0.781708E-03        0.289000E-02        0.806000E+00       -0.872333E-02       -0.157271E-15        0.553833E+01        0.553792E+01        0.000000E+00        0.299000E-03
  20180925        0.245000E-04        0.209750E-03        0.686000E-04        0.218000E+00        0.976000E-03        0.975292E-03        0.331000E-04        0.395708E-12        0.788000E-03        0.780958E-03        0.288542E-02        0.806000E+00       -0.900167E-02       -0.105583E-16        0.553000E+01        0.553000E+01        0.000000E+00        0.298500E-03
  20180926        0.245000E-04        0.208792E-03        0.686000E-04        0.218000E+00        0.975083E-03        0.974167E-03        0.331000E-04        0.396000E-12        0.787167E-03        0.780000E-03        0.288000E-02        0.806000E+00       -0.928167E-02       -0.344708E-16        0.552208E+01        0.552167E+01        0.000000E+00        0.298000E-03
  20180927        0.245000E-04        0.207875E-03        0.686000E-04        0.218000E+00        0.974250E-03        0.972958E-03        0.330542E-04        0.396000E-12        0.786917E-03        0.779250E-03        0.288000E-02        0.806000E+00       -0.956167E-02        0.556542E-16        0.551625E+01        0.551583E+01        0.000000E+00        0.298000E-03
