 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                wdie               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
  20180709        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180710        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180711        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180712        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180713        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180714        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180715        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180716        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180717        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180718        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180719        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180720        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180721        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180722        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180723        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180724        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180725        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180726        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180727        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180728        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180729        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180730        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180731        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180801        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180802        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180803        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180804        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180805        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180806        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180807        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180808        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180809        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180810        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180811        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180812        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180813        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180814        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180815        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180816        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180817        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180818        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180819        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180820        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180821        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180822        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180823        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180824        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180825        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180826        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180827        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
