 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180629        0.455000E-04        0.317417E-03        0.127000E-03        0.405000E+00        0.104000E-02        0.106000E-02        0.353250E-04        0.737625E-12        0.922792E-03        0.933292E-03        0.313875E-02        0.885750E+00        0.111917E-01        0.166667E-17        0.675625E+01        0.675583E+01        0.000000E+00        0.602500E-03
  20180630        0.455000E-04        0.315417E-03        0.127000E-03        0.405000E+00        0.104000E-02        0.105583E-02        0.352917E-04        0.738542E-12        0.921458E-03        0.931458E-03        0.313000E-02        0.886000E+00        0.107125E-01        0.125433E-15        0.674292E+01        0.674208E+01        0.000000E+00        0.601458E-03
  20180701        0.455000E-04        0.313500E-03        0.127000E-03        0.405000E+00        0.104000E-02        0.105000E-02        0.352000E-04        0.739417E-12        0.920042E-03        0.929500E-03        0.312375E-02        0.886000E+00        0.102500E-01       -0.116958E-16        0.672708E+01        0.672667E+01        0.000000E+00        0.600375E-03
  20180702        0.455542E-04        0.311542E-03        0.127000E-03        0.405458E+00        0.104000E-02        0.105000E-02        0.351625E-04        0.740292E-12        0.918583E-03        0.927625E-03        0.311833E-02        0.886000E+00        0.977000E-02       -0.375750E-16        0.671375E+01        0.671333E+01        0.000000E+00        0.599333E-03
  20180703        0.456000E-04        0.309667E-03        0.127000E-03        0.406000E+00        0.103042E-02        0.105000E-02        0.351000E-04        0.741167E-12        0.917292E-03        0.925792E-03        0.311000E-02        0.886000E+00        0.929000E-02        0.690042E-16        0.669875E+01        0.669792E+01        0.000000E+00        0.598250E-03
  20180704        0.456000E-04        0.307792E-03        0.127333E-03        0.406000E+00        0.103000E-02        0.105000E-02        0.350292E-04        0.742042E-12        0.915708E-03        0.923958E-03        0.310333E-02        0.886000E+00        0.881000E-02        0.128000E-15        0.668458E+01        0.668417E+01        0.000000E+00        0.597167E-03
  20180705        0.456000E-04        0.305958E-03        0.128000E-03        0.406000E+00        0.103000E-02        0.104000E-02        0.350000E-04        0.743000E-12        0.914417E-03        0.922083E-03        0.309833E-02        0.886000E+00        0.833375E-02        0.103062E-15        0.667042E+01        0.666958E+01        0.000000E+00        0.596083E-03
  20180706        0.456000E-04        0.304167E-03        0.128000E-03        0.406000E+00        0.103000E-02        0.104000E-02        0.349000E-04        0.743875E-12        0.912958E-03        0.920208E-03        0.309000E-02        0.886000E+00        0.786000E-02        0.325875E-16        0.665583E+01        0.665542E+01        0.000000E+00        0.594917E-03
  20180707        0.456792E-04        0.302375E-03        0.128000E-03        0.406000E+00        0.103000E-02        0.104000E-02        0.348750E-04        0.744708E-12        0.911583E-03        0.918375E-03        0.308375E-02        0.886375E+00        0.738000E-02        0.102917E-16        0.664208E+01        0.664125E+01        0.000000E+00        0.593833E-03
  20180708        0.457000E-04        0.300542E-03        0.128000E-03        0.406000E+00        0.102875E-02        0.104000E-02        0.348000E-04        0.745500E-12        0.910292E-03        0.916500E-03        0.307875E-02        0.887000E+00        0.690000E-02        0.208333E-17        0.662667E+01        0.662625E+01        0.000000E+00        0.592750E-03
  20180709        0.457000E-04        0.298750E-03        0.128000E-03        0.406000E+00        0.102000E-02        0.103500E-02        0.347458E-04        0.746292E-12        0.908708E-03        0.914625E-03        0.307000E-02        0.887000E+00        0.641083E-02       -0.746667E-17        0.661375E+01        0.661333E+01        0.000000E+00        0.591667E-03
  20180710        0.457000E-04        0.297083E-03        0.128000E-03        0.406542E+00        0.102000E-02        0.103000E-02        0.347000E-04        0.747083E-12        0.907458E-03        0.912792E-03        0.306417E-02        0.887000E+00        0.593000E-02       -0.771204E-16        0.659875E+01        0.659792E+01        0.000000E+00        0.590542E-03
  20180711        0.457000E-04        0.295417E-03        0.128000E-03        0.407000E+00        0.102000E-02        0.103000E-02        0.346167E-04        0.748000E-12        0.906042E-03        0.910958E-03        0.305917E-02        0.887000E+00        0.545000E-02       -0.748750E-16        0.658500E+01        0.658458E+01        0.000000E+00        0.589458E-03
  20180712        0.457167E-04        0.293583E-03        0.128000E-03        0.407000E+00        0.102000E-02        0.103000E-02        0.345917E-04        0.748833E-12        0.904583E-03        0.909208E-03        0.305000E-02        0.887000E+00        0.496917E-02       -0.921125E-16        0.657125E+01        0.657042E+01        0.000000E+00        0.588333E-03
  20180713        0.458000E-04        0.291917E-03        0.128000E-03        0.407000E+00        0.102000E-02        0.103000E-02        0.345000E-04        0.749583E-12        0.903333E-03        0.907375E-03        0.304458E-02        0.887000E+00        0.448000E-02       -0.148125E-16        0.655625E+01        0.655583E+01        0.000000E+00        0.587250E-03
  20180714        0.458000E-04        0.290333E-03        0.128000E-03        0.407000E+00        0.101792E-02        0.102042E-02        0.344667E-04        0.750292E-12        0.901833E-03        0.905500E-03        0.304000E-02        0.887000E+00        0.400000E-02       -0.319083E-16        0.654333E+01        0.654292E+01        0.000000E+00        0.586125E-03
  20180715        0.458000E-04        0.288583E-03        0.128000E-03        0.407000E+00        0.101000E-02        0.102000E-02        0.344000E-04        0.751000E-12        0.900500E-03        0.903625E-03        0.303000E-02        0.887000E+00        0.351042E-02       -0.582542E-16        0.652792E+01        0.652708E+01        0.000000E+00        0.584875E-03
  20180716        0.458000E-04        0.286958E-03        0.128000E-03        0.407000E+00        0.101000E-02        0.102000E-02        0.343417E-04        0.752000E-12        0.899167E-03        0.901833E-03        0.302542E-02        0.887000E+00        0.302708E-02       -0.146270E-15        0.651458E+01        0.651417E+01        0.000000E+00        0.583750E-03
  20180717        0.458000E-04        0.285417E-03        0.128000E-03        0.407000E+00        0.101000E-02        0.102000E-02        0.343000E-04        0.752667E-12        0.897667E-03        0.900042E-03        0.302000E-02        0.888000E+00        0.254000E-02       -0.239275E-16        0.650042E+01        0.649958E+01        0.000000E+00        0.582625E-03
  20180718        0.458000E-04        0.283708E-03        0.128000E-03        0.407000E+00        0.101000E-02        0.101625E-02        0.342208E-04        0.753333E-12        0.896417E-03        0.898250E-03        0.301125E-02        0.888000E+00        0.205083E-02        0.532292E-16        0.648625E+01        0.648583E+01        0.000000E+00        0.581500E-03
  20180719        0.458000E-04        0.282250E-03        0.128000E-03        0.407000E+00        0.101000E-02        0.101000E-02        0.341958E-04        0.754000E-12        0.895000E-03        0.896458E-03        0.300667E-02        0.888000E+00        0.156333E-02       -0.165000E-15        0.647333E+01        0.647292E+01        0.000000E+00        0.580375E-03
  20180720        0.459000E-04        0.280583E-03        0.128000E-03        0.407000E+00        0.100833E-02        0.101000E-02        0.341000E-04        0.754958E-12        0.893625E-03        0.894542E-03        0.300000E-02        0.888000E+00        0.107512E-02       -0.463375E-16        0.645792E+01        0.645708E+01        0.000000E+00        0.579250E-03
  20180721        0.459000E-04        0.279083E-03        0.128000E-03        0.407000E+00        0.100000E-02        0.101000E-02        0.340750E-04        0.755583E-12        0.892333E-03        0.892792E-03        0.299250E-02        0.888000E+00        0.585083E-03       -0.645917E-16        0.644500E+01        0.644458E+01        0.000000E+00        0.578125E-03
  20180722        0.459000E-04        0.277542E-03        0.128000E-03        0.407000E+00        0.100000E-02        0.101000E-02        0.340000E-04        0.756167E-12        0.890875E-03        0.891000E-03        0.298833E-02        0.888000E+00        0.947696E-04       -0.208917E-16        0.643125E+01        0.643042E+01        0.000000E+00        0.576833E-03
  20180723        0.459000E-04        0.276000E-03        0.128000E-03        0.407000E+00        0.100000E-02        0.100292E-02        0.339542E-04        0.757000E-12        0.889542E-03        0.889250E-03        0.298000E-02        0.888000E+00       -0.396208E-03       -0.228317E-15        0.641667E+01        0.641625E+01        0.000000E+00        0.575708E-03
  20180724        0.459000E-04        0.274500E-03        0.128000E-03        0.407208E+00        0.999042E-03        0.100000E-02        0.339000E-04        0.757708E-12        0.888292E-03        0.887458E-03        0.297417E-02        0.888000E+00       -0.887333E-03       -0.392521E-16        0.640375E+01        0.640333E+01        0.000000E+00        0.574542E-03
  20180725        0.459000E-04        0.273042E-03        0.128000E-03        0.408000E+00        0.997458E-03        0.999875E-03        0.338333E-04        0.758250E-12        0.886792E-03        0.885583E-03        0.297000E-02        0.888000E+00       -0.138042E-02        0.303542E-16        0.638917E+01        0.638833E+01        0.000000E+00        0.573417E-03
  20180726        0.459000E-04        0.271542E-03        0.128000E-03        0.408000E+00        0.995750E-03        0.998167E-03        0.338000E-04        0.759000E-12        0.885500E-03        0.883833E-03        0.296000E-02        0.888000E+00       -0.187375E-02       -0.555042E-16        0.637542E+01        0.637500E+01        0.000000E+00        0.572250E-03
  20180727        0.459000E-04        0.270125E-03        0.128000E-03        0.408000E+00        0.994208E-03        0.996042E-03        0.337167E-04        0.759750E-12        0.884250E-03        0.882083E-03        0.295583E-02        0.888083E+00       -0.236625E-02       -0.195497E-15        0.636292E+01        0.636208E+01        0.000000E+00        0.571083E-03
  20180728        0.459000E-04        0.268583E-03        0.128000E-03        0.408000E+00        0.992542E-03        0.993958E-03        0.336958E-04        0.760208E-12        0.882708E-03        0.880333E-03        0.295000E-02        0.889000E+00       -0.286167E-02       -0.265917E-15        0.634750E+01        0.634708E+01        0.000000E+00        0.569792E-03
  20180729        0.459000E-04        0.267292E-03        0.128000E-03        0.408000E+00        0.990958E-03        0.991875E-03        0.336000E-04        0.761000E-12        0.881458E-03        0.878500E-03        0.294208E-02        0.889000E+00       -0.335583E-02        0.594500E-16        0.633458E+01        0.633417E+01        0.000000E+00        0.568667E-03
  20180730        0.459000E-04        0.265708E-03        0.128000E-03        0.408000E+00        0.989417E-03        0.989792E-03        0.335792E-04        0.761625E-12        0.880167E-03        0.876708E-03        0.293792E-02        0.889000E+00       -0.385208E-02       -0.143379E-15        0.632167E+01        0.632083E+01        0.000000E+00        0.567500E-03
  20180731        0.459000E-04        0.264417E-03        0.128000E-03        0.408000E+00        0.987708E-03        0.987708E-03        0.335000E-04        0.762000E-12        0.878708E-03        0.875000E-03        0.293000E-02        0.889000E+00       -0.434750E-02       -0.182000E-15        0.630667E+01        0.630625E+01        0.000000E+00        0.566333E-03
  20180801        0.459708E-04        0.263000E-03        0.128000E-03        0.408000E+00        0.986208E-03        0.985625E-03        0.334625E-04        0.763000E-12        0.877458E-03        0.873250E-03        0.292417E-02        0.889000E+00       -0.484500E-02       -0.129421E-15        0.629417E+01        0.629375E+01        0.000000E+00        0.565167E-03
  20180802        0.460000E-04        0.261583E-03        0.128000E-03        0.408000E+00        0.984583E-03        0.983542E-03        0.334000E-04        0.763333E-12        0.876167E-03        0.871458E-03        0.292000E-02        0.889000E+00       -0.534292E-02       -0.707875E-16        0.628042E+01        0.627958E+01        0.000000E+00        0.563833E-03
  20180803        0.460000E-04        0.260333E-03        0.128000E-03        0.408000E+00        0.983042E-03        0.981458E-03        0.333500E-04        0.764000E-12        0.874708E-03        0.869667E-03        0.291042E-02        0.889000E+00       -0.584042E-02       -0.887625E-16        0.626625E+01        0.626583E+01        0.000000E+00        0.562667E-03
  20180804        0.460000E-04        0.258875E-03        0.128000E-03        0.408000E+00        0.981458E-03        0.979417E-03        0.333000E-04        0.764667E-12        0.873458E-03        0.867958E-03        0.290708E-02        0.889000E+00       -0.633958E-02       -0.117496E-15        0.625375E+01        0.625333E+01        0.000000E+00        0.561500E-03
  20180805        0.460000E-04        0.257542E-03        0.128000E-03        0.408000E+00        0.979833E-03        0.977333E-03        0.332333E-04        0.765000E-12        0.872167E-03        0.866250E-03        0.290000E-02        0.889000E+00       -0.683917E-02       -0.162504E-15        0.624000E+01        0.623917E+01        0.000000E+00        0.560333E-03
  20180806        0.460000E-04        0.256292E-03        0.128000E-03        0.408000E+00        0.978375E-03        0.975333E-03        0.332000E-04        0.765917E-12        0.870750E-03        0.864500E-03        0.289333E-02        0.889000E+00       -0.733917E-02       -0.104217E-15        0.622625E+01        0.622583E+01        0.000000E+00        0.559167E-03
  20180807        0.460000E-04        0.254917E-03        0.128000E-03        0.408000E+00        0.976667E-03        0.973250E-03        0.331208E-04        0.766083E-12        0.869500E-03        0.862667E-03        0.289000E-02        0.889000E+00       -0.783958E-02       -0.112383E-15        0.621333E+01        0.621292E+01        0.000000E+00        0.557833E-03
  20180808        0.460000E-04        0.253583E-03        0.128000E-03        0.407000E+00        0.975250E-03        0.971250E-03        0.331000E-04        0.767000E-12        0.868250E-03        0.861000E-03        0.288000E-02        0.889000E+00       -0.834083E-02       -0.196833E-16        0.619917E+01        0.619833E+01        0.000000E+00        0.556625E-03
  20180809        0.460000E-04        0.252375E-03        0.128000E-03        0.407000E+00        0.973583E-03        0.969167E-03        0.330125E-04        0.767250E-12        0.866792E-03        0.859333E-03        0.287667E-02        0.889000E+00       -0.884250E-02        0.146250E-16        0.618583E+01        0.618542E+01        0.000000E+00        0.555458E-03
  20180810        0.460000E-04        0.251125E-03        0.128000E-03        0.407000E+00        0.972125E-03        0.967167E-03        0.330000E-04        0.768000E-12        0.865542E-03        0.857500E-03        0.287000E-02        0.889792E+00       -0.934542E-02       -0.963458E-16        0.617333E+01        0.617292E+01        0.000000E+00        0.554292E-03
  20180811        0.460000E-04        0.249708E-03        0.128000E-03        0.407000E+00        0.970542E-03        0.965167E-03        0.329000E-04        0.768333E-12        0.864292E-03        0.855750E-03        0.286333E-02        0.890000E+00       -0.984625E-02       -0.581542E-16        0.615958E+01        0.615875E+01        0.000000E+00        0.553000E-03
  20180812        0.460000E-04        0.248542E-03        0.128000E-03        0.407000E+00        0.969000E-03        0.963167E-03        0.328917E-04        0.769000E-12        0.862917E-03        0.854083E-03        0.286000E-02        0.890000E+00       -0.103542E-01       -0.104342E-15        0.614625E+01        0.614583E+01        0.000000E+00        0.551750E-03
  20180813        0.460000E-04        0.247333E-03        0.128000E-03        0.407000E+00        0.967500E-03        0.961167E-03        0.328000E-04        0.769333E-12        0.861583E-03        0.852417E-03        0.285000E-02        0.890000E+00       -0.108583E-01        0.972208E-17        0.613375E+01        0.613333E+01        0.000000E+00        0.550542E-03
  20180814        0.460000E-04        0.246083E-03        0.128000E-03        0.407000E+00        0.965917E-03        0.959167E-03        0.327833E-04        0.770000E-12        0.860375E-03        0.850583E-03        0.284708E-02        0.890000E+00       -0.113625E-01       -0.121487E-15        0.612000E+01        0.611917E+01        0.000000E+00        0.549375E-03
  20180815        0.460000E-04        0.244750E-03        0.128000E-03        0.407000E+00        0.964458E-03        0.957167E-03        0.327000E-04        0.770250E-12        0.859042E-03        0.848917E-03        0.284000E-02        0.890000E+00       -0.118667E-01        0.800358E-16        0.610625E+01        0.610583E+01        0.000000E+00        0.548167E-03
  20180816        0.460000E-04        0.243583E-03        0.128000E-03        0.407000E+00        0.962875E-03        0.955167E-03        0.326750E-04        0.771000E-12        0.857667E-03        0.847292E-03        0.283375E-02        0.890000E+00       -0.123750E-01       -0.268333E-16        0.609417E+01        0.609375E+01        0.000000E+00        0.546792E-03
  20180817        0.459583E-04        0.242417E-03        0.128000E-03        0.407000E+00        0.961417E-03        0.953167E-03        0.326000E-04        0.771083E-12        0.856458E-03        0.845542E-03        0.283000E-02        0.890000E+00       -0.128792E-01       -0.529000E-16        0.608083E+01        0.608000E+01        0.000000E+00        0.545625E-03
  20180818        0.459000E-04        0.241250E-03        0.128000E-03        0.407000E+00        0.959833E-03        0.951250E-03        0.325667E-04        0.772000E-12        0.855208E-03        0.843833E-03        0.282083E-02        0.890000E+00       -0.133833E-01       -0.186250E-16        0.606708E+01        0.606667E+01        0.000000E+00        0.544417E-03
  20180819        0.459000E-04        0.240083E-03        0.128000E-03        0.407000E+00        0.958417E-03        0.949250E-03        0.325000E-04        0.772000E-12        0.853792E-03        0.842167E-03        0.281792E-02        0.890000E+00       -0.138917E-01       -0.695708E-17        0.605458E+01        0.605417E+01        0.000000E+00        0.543208E-03
  20180820        0.459000E-04        0.238792E-03        0.128000E-03        0.407000E+00        0.956833E-03        0.947292E-03        0.324625E-04        0.772833E-12        0.852542E-03        0.840500E-03        0.281000E-02        0.890000E+00       -0.144000E-01       -0.387125E-16        0.604208E+01        0.604125E+01        0.000000E+00        0.541875E-03
  20180821        0.459000E-04        0.237667E-03        0.128000E-03        0.407000E+00        0.955417E-03        0.945333E-03        0.324000E-04        0.773000E-12        0.851333E-03        0.838750E-03        0.280542E-02        0.890000E+00       -0.149125E-01        0.442792E-16        0.602750E+01        0.602708E+01        0.000000E+00        0.540625E-03
  20180822        0.459000E-04        0.236542E-03        0.128000E-03        0.406750E+00        0.953833E-03        0.943417E-03        0.323583E-04        0.773458E-12        0.850042E-03        0.837125E-03        0.280000E-02        0.890000E+00       -0.154208E-01       -0.463792E-16        0.601542E+01        0.601500E+01        0.000000E+00        0.539417E-03
  20180823        0.459000E-04        0.235417E-03        0.128000E-03        0.406000E+00        0.952417E-03        0.941458E-03        0.323000E-04        0.774000E-12        0.848708E-03        0.835458E-03        0.279250E-02        0.890000E+00       -0.159292E-01        0.112054E-16        0.600292E+01        0.600250E+01        0.000000E+00        0.538250E-03
  20180824        0.459000E-04        0.234292E-03        0.128000E-03        0.406000E+00        0.950917E-03        0.939500E-03        0.322542E-04        0.774000E-12        0.847458E-03        0.833708E-03        0.279000E-02        0.890000E+00       -0.164375E-01       -0.552500E-17        0.598958E+01        0.598875E+01        0.000000E+00        0.536875E-03
  20180825        0.459000E-04        0.233167E-03        0.128000E-03        0.406000E+00        0.949458E-03        0.937542E-03        0.322000E-04        0.774917E-12        0.846250E-03        0.832125E-03        0.278000E-02        0.890000E+00       -0.169500E-01       -0.148000E-16        0.597625E+01        0.597583E+01        0.000000E+00        0.535625E-03
  20180826        0.459000E-04        0.232042E-03        0.128000E-03        0.406000E+00        0.947958E-03        0.935625E-03        0.321542E-04        0.775000E-12        0.844875E-03        0.830458E-03        0.277750E-02        0.890000E+00       -0.174625E-01       -0.136208E-16        0.596417E+01        0.596375E+01        0.000000E+00        0.534417E-03
  20180827        0.459000E-04        0.230875E-03        0.128000E-03        0.406000E+00        0.946500E-03        0.933708E-03        0.321000E-04        0.775250E-12        0.843625E-03        0.828708E-03        0.277000E-02        0.890000E+00       -0.179708E-01        0.140358E-15        0.595208E+01        0.595125E+01        0.000000E+00        0.533250E-03
  20180828        0.459000E-04        0.229792E-03        0.128000E-03        0.406000E+00        0.945042E-03        0.931792E-03        0.320542E-04        0.776000E-12        0.842417E-03        0.827125E-03        0.276500E-02        0.890708E+00       -0.184833E-01       -0.485042E-16        0.593750E+01        0.593708E+01        0.000000E+00        0.531875E-03
  20180829        0.459000E-04        0.228708E-03        0.128000E-03        0.406000E+00        0.943542E-03        0.929875E-03        0.320000E-04        0.776000E-12        0.841208E-03        0.825500E-03        0.276000E-02        0.891000E+00       -0.190000E-01        0.133221E-15        0.592542E+01        0.592500E+01        0.000000E+00        0.530625E-03
  20180830        0.458292E-04        0.227625E-03        0.128000E-03        0.406000E+00        0.942167E-03        0.928000E-03        0.319542E-04        0.776417E-12        0.839833E-03        0.823792E-03        0.275292E-02        0.891000E+00       -0.195083E-01        0.131375E-15        0.591333E+01        0.591292E+01        0.000000E+00        0.529417E-03
  20180831        0.458000E-04        0.226583E-03        0.128000E-03        0.405125E+00        0.940625E-03        0.926125E-03        0.319000E-04        0.777000E-12        0.838625E-03        0.822208E-03        0.275000E-02        0.891000E+00       -0.200208E-01        0.759375E-16        0.590042E+01        0.589958E+01        0.000000E+00        0.528208E-03
  20180901        0.458000E-04        0.225500E-03        0.128000E-03        0.405000E+00        0.939333E-03        0.924208E-03        0.318583E-04        0.777000E-12        0.837417E-03        0.820542E-03        0.274083E-02        0.891000E+00       -0.205375E-01        0.939583E-17        0.588708E+01        0.588667E+01        0.000000E+00        0.526792E-03
  20180902        0.458000E-04        0.224458E-03        0.128000E-03        0.405000E+00        0.937708E-03        0.922375E-03        0.318000E-04        0.777292E-12        0.836208E-03        0.818875E-03        0.273875E-02        0.891000E+00       -0.210500E-01        0.604833E-16        0.587500E+01        0.587458E+01        0.000000E+00        0.525583E-03
  20180903        0.458000E-04        0.223417E-03        0.128000E-03        0.405000E+00        0.936417E-03        0.920458E-03        0.317625E-04        0.778000E-12        0.834833E-03        0.817333E-03        0.273000E-02        0.891000E+00       -0.215625E-01       -0.852542E-17        0.586292E+01        0.586250E+01        0.000000E+00        0.524375E-03
  20180904        0.458000E-04        0.222375E-03        0.128000E-03        0.405000E+00        0.934875E-03        0.918542E-03        0.317000E-04        0.778000E-12        0.833625E-03        0.815583E-03        0.272667E-02        0.891000E+00       -0.220833E-01       -0.175342E-15        0.584958E+01        0.584875E+01        0.000000E+00        0.523125E-03
  20180905        0.458000E-04        0.221333E-03        0.128000E-03        0.405000E+00        0.933500E-03        0.916708E-03        0.316667E-04        0.778000E-12        0.832417E-03        0.814042E-03        0.272000E-02        0.891000E+00       -0.226000E-01       -0.601875E-16        0.583667E+01        0.583625E+01        0.000000E+00        0.521750E-03
  20180906        0.457917E-04        0.220333E-03        0.128000E-03        0.404708E+00        0.932125E-03        0.914875E-03        0.316000E-04        0.778875E-12        0.831250E-03        0.812458E-03        0.271458E-02        0.891000E+00       -0.231167E-01       -0.159120E-15        0.582458E+01        0.582417E+01        0.000000E+00        0.520542E-03
  20180907        0.457000E-04        0.219333E-03        0.128000E-03        0.404000E+00        0.930625E-03        0.913042E-03        0.315708E-04        0.779000E-12        0.829917E-03        0.810708E-03        0.271000E-02        0.891000E+00       -0.236333E-01        0.435292E-16        0.581292E+01        0.581250E+01        0.000000E+00        0.519333E-03
  20180908        0.457000E-04        0.218292E-03        0.127792E-03        0.404000E+00        0.929333E-03        0.911208E-03        0.315000E-04        0.779000E-12        0.828667E-03        0.809208E-03        0.270292E-02        0.891000E+00       -0.241500E-01       -0.763708E-16        0.579958E+01        0.579875E+01        0.000000E+00        0.518000E-03
  20180909        0.457000E-04        0.217292E-03        0.127000E-03        0.404000E+00        0.927792E-03        0.909375E-03        0.314792E-04        0.779042E-12        0.827500E-03        0.807542E-03        0.270000E-02        0.891000E+00       -0.246625E-01        0.416667E-18        0.578708E+01        0.578667E+01        0.000000E+00        0.516667E-03
  20180910        0.457000E-04        0.216292E-03        0.127000E-03        0.404000E+00        0.926458E-03        0.907500E-03        0.314000E-04        0.780000E-12        0.826333E-03        0.805958E-03        0.269125E-02        0.891000E+00       -0.251833E-01       -0.114000E-15        0.577500E+01        0.577458E+01        0.000000E+00        0.515458E-03
  20180911        0.457000E-04        0.215333E-03        0.127000E-03        0.404000E+00        0.925042E-03        0.905625E-03        0.313875E-04        0.780000E-12        0.825083E-03        0.804417E-03        0.268958E-02        0.891000E+00       -0.257042E-01        0.286708E-16        0.576292E+01        0.576250E+01        0.000000E+00        0.514250E-03
  20180912        0.456958E-04        0.214333E-03        0.127000E-03        0.403333E+00        0.923583E-03        0.903833E-03        0.313000E-04        0.780000E-12        0.823792E-03        0.802708E-03        0.268000E-02        0.891000E+00       -0.262208E-01        0.145458E-15        0.575042E+01        0.574958E+01        0.000000E+00        0.512875E-03
  20180913        0.456000E-04        0.213375E-03        0.127000E-03        0.403000E+00        0.922333E-03        0.902042E-03        0.313000E-04        0.780000E-12        0.822583E-03        0.801250E-03        0.267833E-02        0.891000E+00       -0.267417E-01       -0.319250E-16        0.573750E+01        0.573708E+01        0.000000E+00        0.511625E-03
  20180914        0.456000E-04        0.212417E-03        0.127000E-03        0.403000E+00        0.920792E-03        0.900250E-03        0.312000E-04        0.780542E-12        0.821417E-03        0.799583E-03        0.267000E-02        0.891000E+00       -0.272583E-01       -0.691667E-18        0.572542E+01        0.572500E+01        0.000000E+00        0.510375E-03
  20180915        0.456000E-04        0.211458E-03        0.127000E-03        0.403000E+00        0.919500E-03        0.898458E-03        0.312000E-04        0.781000E-12        0.820250E-03        0.798042E-03        0.266708E-02        0.891000E+00       -0.277792E-01        0.126088E-15        0.571375E+01        0.571333E+01        0.000000E+00        0.509125E-03
  20180916        0.456000E-04        0.210500E-03        0.127000E-03        0.403000E+00        0.918167E-03        0.896583E-03        0.311125E-04        0.781000E-12        0.819000E-03        0.796458E-03        0.266000E-02        0.891000E+00       -0.283000E-01       -0.132583E-16        0.570208E+01        0.570125E+01        0.000000E+00        0.507750E-03
  20180917        0.456000E-04        0.209583E-03        0.127000E-03        0.402375E+00        0.916667E-03        0.894792E-03        0.311000E-04        0.781000E-12        0.817750E-03        0.794875E-03        0.265583E-02        0.891000E+00       -0.288208E-01        0.105333E-15        0.568833E+01        0.568792E+01        0.000000E+00        0.506542E-03
  20180918        0.455167E-04        0.208625E-03        0.127000E-03        0.402000E+00        0.915417E-03        0.893042E-03        0.310250E-04        0.781000E-12        0.816583E-03        0.793375E-03        0.265000E-02        0.891000E+00       -0.293417E-01        0.410708E-16        0.567667E+01        0.567625E+01        0.000000E+00        0.505292E-03
  20180919        0.455000E-04        0.207708E-03        0.127000E-03        0.402000E+00        0.914000E-03        0.891292E-03        0.310000E-04        0.781000E-12        0.815417E-03        0.791708E-03        0.264458E-02        0.891000E+00       -0.298625E-01       -0.115587E-15        0.566500E+01        0.566458E+01        0.000000E+00        0.503958E-03
  20180920        0.455000E-04        0.206792E-03        0.127000E-03        0.402000E+00        0.912625E-03        0.889500E-03        0.309417E-04        0.781917E-12        0.814250E-03        0.790250E-03        0.264000E-02        0.891000E+00       -0.303833E-01       -0.165417E-15        0.565333E+01        0.565292E+01        0.000000E+00        0.502667E-03
  20180921        0.455000E-04        0.205917E-03        0.127000E-03        0.401958E+00        0.911333E-03        0.887667E-03        0.309000E-04        0.782000E-12        0.813042E-03        0.788583E-03        0.263375E-02        0.891000E+00       -0.309083E-01       -0.524083E-16        0.564083E+01        0.564000E+01        0.000000E+00        0.501417E-03
  20180922        0.454833E-04        0.205000E-03        0.127000E-03        0.401000E+00        0.909917E-03        0.885958E-03        0.308583E-04        0.782000E-12        0.811792E-03        0.787125E-03        0.263000E-02        0.891000E+00       -0.314292E-01       -0.626542E-16        0.562792E+01        0.562750E+01        0.000000E+00        0.500208E-03
  20180923        0.454000E-04        0.204000E-03        0.127000E-03        0.401000E+00        0.908583E-03        0.884250E-03        0.308000E-04        0.782000E-12        0.810625E-03        0.785542E-03        0.262292E-02        0.891000E+00       -0.319500E-01       -0.230458E-16        0.561625E+01        0.561583E+01        0.000000E+00        0.498792E-03
  20180924        0.454000E-04        0.203125E-03        0.127000E-03        0.401000E+00        0.907333E-03        0.882458E-03        0.307750E-04        0.782000E-12        0.809458E-03        0.784000E-03        0.262000E-02        0.891000E+00       -0.324750E-01        0.127560E-15        0.560458E+01        0.560417E+01        0.000000E+00        0.497583E-03
  20180925        0.454000E-04        0.202250E-03        0.126792E-03        0.401000E+00        0.905917E-03        0.880667E-03        0.307000E-04        0.782000E-12        0.808333E-03        0.782500E-03        0.261208E-02        0.891000E+00       -0.329958E-01       -0.924167E-17        0.559333E+01        0.559292E+01        0.000000E+00        0.496333E-03
  20180926        0.454000E-04        0.201375E-03        0.126000E-03        0.400208E+00        0.904583E-03        0.879000E-03        0.306958E-04        0.782000E-12        0.807167E-03        0.780917E-03        0.261000E-02        0.891000E+00       -0.335208E-01        0.170846E-15        0.558167E+01        0.558083E+01        0.000000E+00        0.495042E-03
